"gene","median","hazard_ratio","p_value","coefficient"
"LINC01168",0,1.0409631034149,0.777448176905882,0.0401463455992195
"LINC02030",0,0.76690432170249,0.065949889957769,-0.265393228939042
"PLCXD2-AS1",0.869095028027486,1.01927715138183,0.888596331126958,0.0190937009514184
"C21orf91-OT1",0,0.752393273936978,0.0407637666897071,-0.284496121072919
"C1QTNF9-AS1",0,1.35491745831199,0.349397203587211,0.303740536101273
"LINC00886",68.2762955938521,0.880076032263532,0.349613591386652,-0.127746974942708
"NDUFB2-AS1",36.4564667515824,0.9409470176786,0.655510229086008,-0.0608684452554409
"LINC02042",0.841291074409097,0.86298884370769,0.279374863775883,-0.147353515319822
"LSAMP-AS1",1.92513508281078,0.996089074710863,0.977041921761594,-0.00391859295575604
"HOXA11-AS",12.8543227673177,1.10351061590379,0.469081710007243,0.0984965668802439
"LINC01994",0,0.861401145538897,0.273725800523672,-0.149194976505922
"PRICKLE2-AS2",0,1.12503124167365,0.469147720419553,0.117810805647371
"LINC02032",0,1.13179470252654,0.59851199980149,0.123804605141503
"LINC00881",1.46023356632134,0.897976042029133,0.429360510629447,-0.107611890290698
"LINC02066",0,0.965245257318754,0.838755227303164,-0.0353730572725462
"ARHGAP31-AS1",3.60183964357259,1.1553482069005,0.288818524966794,0.144401776374375
"ADAMTS9-AS1",3.89876406054973,1.00909934335648,0.946950361602857,0.00905819376618137
"LINC00877",7.20642703565978,0.787654776241091,0.0802888113124876,-0.238695386335523
"IQCJ-SCHIP1-AS1",0.584695760417285,1.12573737469149,0.383656086736655,0.118438265116884
